"","Name","Age","Boarded","Position","Lifeboat","Body","Sex","Class","Group","Survived","ID","Adult"
"232","Ross, Mr. John Hugo",36,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,232,TRUE
"233","Rothschild, Mr. Martin",46,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,233,TRUE
"234","Rothschild, Mrs. Elizabeth Jane Anne (née Barrett)",54,"C","1classPass","6",NA,"f",1,"1c0ser",TRUE,234,TRUE
"235","Rowe, Mr. Alfred G.",59,"S","1classPass",NA,"109MB","m",1,"1c0ser",FALSE,235,TRUE
"236","Ryerson, Mr. Arthur Larned",61,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,236,TRUE
"237","Ryerson, Miss Susan Parker ""Suzette""",21,"C","1classPass","4",NA,"f",1,"1c0ser",TRUE,237,TRUE
"238","Ryerson, Miss Emily Borie",18,"C","1classPass","4",NA,"f",1,"1c0ser",TRUE,238,TRUE
"239","Saalfeld, Mr. Adolphe",47,"S","1classPass","3",NA,"m",1,"1c0ser",TRUE,239,TRUE
"240","Salomon, Mr. Abraham Lincoln",43,"C","1classPass","1",NA,"m",1,"1c0ser",TRUE,240,TRUE
"241","Schabert, Mrs. Emma (née Mock)",35,"S","1classPass","11",NA,"f",1,"1c0ser",TRUE,241,TRUE
"242","Seward, Mr. Frederic Kimber",34,"S","1classPass","7",NA,"m",1,"1c0ser",TRUE,242,TRUE
"243","Silverthorne, Mr. Spencer Victor",35,"S","1classPass","5",NA,"m",1,"1c0ser",TRUE,243,TRUE
"244","Silvey, Mr. William Baird",50,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,244,TRUE
"245","Silvey, Mrs. Alice (née Munger)",39,"C","1classPass","11",NA,"f",1,"1c0ser",TRUE,245,TRUE
"246","Simonius-Blumer, Colonel Alfons",56,"S","1classPass","3",NA,"m",1,"1c0ser",TRUE,246,TRUE
"247","Sloper, Mr. William Thompson",28,"S","1classPass","7",NA,"m",1,"1c0ser",TRUE,247,TRUE
"248","Smart, Mr. John Montgomery",56,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,248,TRUE
"249","Smith, Mr. James Clinch",56,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,249,TRUE
"250","Smith, Mr. Lucien Philip",24,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,250,TRUE
"251","Smith, Mrs. Mary Eloise (née Hughes)",18,"C","1classPass","6",NA,"f",1,"1c0ser",TRUE,251,TRUE
"252","Smith, Mr. Richard William",57,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,252,TRUE
"253","Snyder, Mr. John Pillsbury",24,"S","1classPass","7",NA,"m",1,"1c0ser",TRUE,253,TRUE
"254","Snyder, Mrs. Nellie (née Stevenson)",23,"S","1classPass","7",NA,"f",1,"1c0ser",TRUE,254,TRUE
"255","Spedden, Mr. Frederic Oakley",45,"C","1classPass","3",NA,"m",1,"1c0ser",TRUE,255,TRUE
"256","Spencer, Mr. William Augustus",57,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,256,TRUE
"257","Stähelin-Maeglin, Dr. Max",32,"S","1classPass","3",NA,"m",1,"1c0ser",TRUE,257,TRUE
"258","Stead, Mr. William Thomas",62,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,258,TRUE
"259","Stengel, Mr. Charles Emil Henry",54,"C","1classPass","1",NA,"m",1,"1c0ser",TRUE,259,TRUE
"260","Stengel, Mrs. Annie May (née Morris)",44,"C","1classPass","5",NA,"f",1,"1c0ser",TRUE,260,TRUE
"261","Stephenson, Mrs. Martha (née Eustis)",52,"C","1classPass","4",NA,"f",1,"1c0ser",TRUE,261,TRUE
"262","Stewart, Mr. Albert A.",54,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,262,TRUE
"263","Sutton, Mr. Frederick",61,"S","1classPass",NA,"46MB","m",1,"1c0ser",FALSE,263,TRUE
"264","Swift, Mrs. Margaret Welles (née Barron)",46,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,264,TRUE
"265","Taussig, Mr. Emil",52,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,265,TRUE
"266","Taussig, Mrs. Tillie (née Mandelbaum)",39,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,266,TRUE
"267","Taussig, Miss Ruth",18,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,267,TRUE
"268","Taylor, Mr. Elmer Zebley",48,"S","1classPass","5",NA,"m",1,"1c0ser",TRUE,268,TRUE
"269","Taylor, Mrs. Juliet Cummins (née Wright)",50,"S","1classPass","5",NA,"f",1,"1c0ser",TRUE,269,TRUE
"270","Thayer, Mr. John Borland II",49,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,270,TRUE
"271","Thayer, Mr. John Borland ""Jack"" III",17,"C","1classPass","B",NA,"m",1,"1c0ser",TRUE,271,TRUE
"272","Thorne, Mrs. Gertrude Maybelle (née McMinn)",37,"C","1classPass","D",NA,"f",1,"1c0ser",TRUE,272,TRUE
"273","Tucker, Mr. Gilbert Milligan Jr.",31,"C","1classPass","7",NA,"m",1,"1c0ser",TRUE,273,TRUE
"274","Uruchurtu, Don Manuel E.",39,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,274,TRUE
"275","Van der Hoef, Mr. Wyckoff",61,"B","1classPass",NA,"245MB","m",1,"1c0ser",FALSE,275,TRUE
"276","Walker, Mr. William Anderson",48,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,276,TRUE
"277","Warren, Mr. Frank Manley",63,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,277,TRUE
"278","Warren, Mrs. Anna Sophia (née Atkinson)",60,"C","1classPass","5",NA,"f",1,"1c0ser",TRUE,278,TRUE
"279","Weir, Colonel John",59,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,279,TRUE
"280","White, Mr. Percival Wayland",54,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,280,TRUE
"281","White, Mr. Richard Frasar",21,"S","1classPass",NA,"169MB","m",1,"1c0ser",FALSE,281,TRUE
"282","Wick, Colonel George Dennick",58,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,282,TRUE
"283","Wick, Mrs. Mary (née Hitchcock)",45,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,283,TRUE
"284","Wick, Miss Mary Natalie",31,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,284,TRUE
"285","Widener, Mr. Harry Elkins",27,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,285,TRUE
"286","Willard, Miss Constance",21,"S","1classPass","8",NA,"f",1,"1c0ser",TRUE,286,TRUE
"287","Williams, Mr. Charles Duane",51,"C","1classPass",NA,NA,"m",1,"1c0ser",FALSE,287,TRUE
"288","Williams, Mr. Richard Norris II",21,"C","1classPass","A",NA,"m",1,"1c0ser",TRUE,288,TRUE
"289","Woolner, Mr. Hugh",45,"S","1classPass","D",NA,"m",1,"1c0ser",TRUE,289,TRUE
"290","Wright, Mr. George",62,"S","1classPass",NA,NA,"m",1,"1c0ser",FALSE,290,TRUE
"291","Young, Miss Marie Grice",36,"C","1classPass","8",NA,"f",1,"1c0ser",TRUE,291,TRUE
"292","Allison, Mrs. Bessie Waldo (née Daniels)",25,"S","1classPass",NA,NA,"f",1,"1c1serv",FALSE,292,TRUE
"293","Allison, Master Hudson Trevor",0.916,"S","1classPass","11",NA,"m",1,"1c1serv",TRUE,293,FALSE
"294","Aubart, Mrs. Léontine Pauline",24,"C","1classPass","9",NA,"m",1,"1c1serv",TRUE,294,TRUE
"295","Bucknell, Mrs. Emma Eliza (née Ward)",59,"C","1classPass","8",NA,"f",1,"1c1serv",TRUE,295,TRUE
"296","Cardeza, Mrs. Charlotte Wardle (née Drake)",58,"C","1classPass","3",NA,"f",1,"1c1serv",TRUE,296,TRUE
"297","Cardeza, Mr. Thomas Drake Martinez",36,"C","1classPass","3",NA,"m",1,"1c1serv",TRUE,297,TRUE
"298","Carter, Mrs. Lucile (née Polk)",36,"S","1classPass","4",NA,"f",1,"1c1serv",TRUE,298,TRUE
"299","Cavendish, Mrs. Julia Florence (née Siegel)",25,"S","1classPass","6",NA,"f",1,"1c1serv",TRUE,299,TRUE
"300","Douglas, Mrs. Mahala (née Dutton)",48,"C","1classPass","2",NA,"f",1,"1c1serv",TRUE,300,TRUE
"301","Duff Gordon, Lucy Christiana, Lady (née Sutherland)",48,"C","1classPass","1",NA,"f",1,"1c1serv",TRUE,301,TRUE
"302","Graham, Miss Margaret Edith",19,"S","1classPass","3",NA,"f",1,"1c1serv",TRUE,302,TRUE
"303","Harper, Mr. Henry Sleeper",48,"C","1classPass","3",NA,"m",1,"1c1serv",TRUE,303,TRUE
"304","Hays, Mr. Charles Melville",55,"S","1classPass",NA,"307M","m",1,"1c1serv",FALSE,304,TRUE
"305","Hays, Mrs. Clara Jennings (née Grigg)",52,"S","1classPass","3",NA,"f",1,"1c1serv",TRUE,305,TRUE
"306","Leslie, Lucy Noël Martha, Countess of Rothes (née Dyer-Edwardes)",34,"S","1classPass","8",NA,"f",1,"1c1serv",TRUE,306,TRUE
"307","Moore, Mr. Clarence",47,"S","1classPass",NA,NA,"m",1,"1c1serv",FALSE,307,TRUE
"308","Peñasco y Castellana, Mrs. Maria Josefa (née Perez de Soto y Vallejo)",22,"C","1classPass","8",NA,"f",1,"1c1serv",TRUE,308,TRUE
"309","Robert, Mrs. Elisabeth Walton (née McMillan)",43,"S","1classPass","2",NA,"f",1,"1c1serv",TRUE,309,TRUE
"310","Ryerson, Mrs. Emily Maria (née Borie)",48,"C","1classPass","4",NA,"f",1,"1c1serv",TRUE,310,TRUE
"311","Ryerson, Master John Borie ""Jack""",13,"C","1classPass","4",NA,"m",1,"1c1serv",TRUE,311,FALSE
"312","Spedden, Mrs. Margaretta Corning (née Stone)",39,"C","1classPass","3",NA,"f",1,"1c1serv",TRUE,312,TRUE
"313","Spedden, Master Robert Douglas",6,"C","1classPass","3",NA,"m",1,"1c1serv",TRUE,313,FALSE
"314","Spencer, Mrs. Marie Eugénie (née Demougeot)",45,"C","1classPass","6",NA,"f",1,"1c1serv",TRUE,314,TRUE
"315","Stone, Mrs. Martha Evelyn (née Stevens)",62,"S","1classPass","6",NA,"f",1,"1c1serv",TRUE,315,TRUE
"316","Straus, Mr. Isidor",67,"S","1classPass",NA,"96MB","m",1,"1c1serv",FALSE,316,TRUE
"317","Straus, Mrs. Rosalie Ida (née Blun)",63,"S","1classPass",NA,NA,"f",1,"1c1serv",FALSE,317,TRUE
"318","Thayer, Mrs. Marian Longsteth (née Morris)",39,"C","1classPass","4",NA,"f",1,"1c1serv",TRUE,318,TRUE
"319","Widener, Mr. George Dunton",50,"S","1classPass",NA,NA,"m",1,"1c1serv",FALSE,319,TRUE
"320","Allison, Mr. Hudson Joshua Creighton",30,"S","1classPass",NA,"135MB","m",1,"1c2serv",FALSE,320,TRUE
"321","Astor, Mrs. Madeleine Talmage (née Force)",18,"C","1classPass","4",NA,"f",1,"1c2serv",TRUE,321,TRUE
"322","Carter, Mr. William Ernest",36,"S","1classPass","C",NA,"m",1,"1c2serv",TRUE,322,TRUE
"323","Guggenheim, Mr. Benjamin",46,"C","1classPass",NA,NA,"m",1,"1c2serv",FALSE,323,TRUE
"324","Ismay, Mr. Joseph Bruce",49,"S","1classPass","C",NA,"m",1,"1c2serv",TRUE,324,TRUE
"325","White, Mrs. Ella (née Holmes)",55,"C","1classPass","8",NA,"f",1,"1c2serv",TRUE,325,TRUE
"326","Abelson, Mr. Samuel",30,"C","2classPass",NA,NA,"m",2,"2class",FALSE,326,TRUE
"327","Abelson, Mrs. Anna (née Wizosky?)",28,"C","2classPass","10",NA,"f",2,"2class",TRUE,327,TRUE
"328","Andrew, Mr. Edgar Samuel",17,"S","2classPass",NA,NA,"m",2,"2class",FALSE,328,TRUE
"329","Andrew, Mr. Frank Thomas",30,"S","2classPass",NA,NA,"m",2,"2class",FALSE,329,TRUE
"330","Angle, Mr. William A.",32,"S","2classPass",NA,NA,"m",2,"2class",FALSE,330,TRUE
"331","Angle, Mrs. Florence Agnes ""Mary"" (née Hughes)",36,"S","2classPass","11",NA,"f",2,"2class",TRUE,331,TRUE
"332","Ashby, Mr. John",57,"S","2classPass",NA,NA,"m",2,"2class",FALSE,332,TRUE
"333","Bailey, Mr. Percy Andrew",18,"S","2classPass",NA,NA,"m",2,"2class",FALSE,333,TRUE
"334","Bainbrigge, Mr. Charles Robert",23,"S","2classPass",NA,NA,"m",2,"2class",FALSE,334,TRUE
"335","Ball, Mrs. Ada E. (née Hall)",36,"S","2classPass","10",NA,"f",2,"2class",TRUE,335,TRUE
"336","Banfield, Mr. Frederick James",28,"S","2classPass",NA,NA,"m",2,"2class",FALSE,336,TRUE
"337","Bateman, Reverend Robert James",51,"S","2classPass",NA,"174MB","m",2,"2class",FALSE,337,TRUE
"338","Beane, Mr. Edward",32,"S","2classPass","13",NA,"m",2,"2class",TRUE,338,TRUE
"339","Beane. Mrs. Ethel (née Clarke)",19,"S","2classPass","13",NA,"f",2,"2class",TRUE,339,TRUE
"340","Beauchamp, Mr. Henry James",28,"S","2classPass",NA,"194MB","m",2,"2class",FALSE,340,TRUE
"341","Becker, Mrs. Nellie E. (née Baumgardner)",35,"S","2classPass","11",NA,"f",2,"2class",TRUE,341,TRUE
"342","Becker, Miss Ruth Elizabeth",12,"S","2classPass","13",NA,"f",2,"2class",TRUE,342,FALSE
"343","Becker, Miss Marion Louise",4,"S","2classPass","11",NA,"f",2,"2class",TRUE,343,FALSE
"344","Becker, Master Richard Frederick",1,"S","2classPass","11",NA,"m",2,"2class",TRUE,344,FALSE
"345","Beesley, Mr. Lawrence",34,"S","2classPass","13",NA,"m",2,"2class",TRUE,345,TRUE
"346","Bentham, Miss Lillian W.",19,"S","2classPass","12",NA,"f",2,"2class",TRUE,346,TRUE
"347","Berriman, Mr. William John",23,"S","2classPass",NA,NA,"m",2,"2class",FALSE,347,TRUE
"348","Botsford, Mr. William Hull",25,"S","2classPass",NA,NA,"m",2,"2class",FALSE,348,TRUE
"349","Bowenur, Mr. Solomon",42,"S","2classPass",NA,NA,"m",2,"2class",FALSE,349,TRUE
"350","Bracken, Mr. James H.",29,"S","2classPass",NA,NA,"m",2,"2class",FALSE,350,TRUE
"351","Brailey, Mr. W. Theodore Ronald",24,"S","2classPass",NA,NA,"m",2,"2class",FALSE,351,TRUE
"352","Bricoux, Mr. Roger Marie",20,"S","2classPass",NA,NA,"m",2,"2class",FALSE,352,TRUE
"353","Brito, Mr. José Joaquim",32,"S","2classPass",NA,NA,"m",2,"2class",FALSE,353,TRUE
"354","Brown, Mr. Thomas William Solomon",60,"S","2classPass",NA,NA,"m",2,"2class",FALSE,354,TRUE
"355","Brown, Mrs. Elizabeth Catherine (née Ford)",40,"S","2classPass","14",NA,"f",2,"2class",TRUE,355,TRUE
"356","Brown, Miss Edith Eileen",15,"S","2classPass","14",NA,"m",2,"2class",TRUE,356,FALSE
"357","Bryhl, Mr. Kurt Arnold Gottfrid",25,"S","2classPass",NA,NA,"m",2,"2class",FALSE,357,TRUE
"358","Bryhl, Miss Dagmar Jenny Ingeborg",20,"S","2classPass","12",NA,"f",2,"2class",TRUE,358,TRUE
"359","Buss, Miss Kate",36,"S","2classPass","9",NA,"f",2,"2class",TRUE,359,TRUE
"360","Butler, Mr. Reginald Fenton",25,"S","2classPass",NA,"97MB","m",2,"2class",FALSE,360,TRUE
"361","Byles, Father Thomas Roussel Davids",42,"S","2classPass",NA,NA,"m",2,"2class",FALSE,361,TRUE
"362","Byström, Miss Karolina",42,"S","2classPass","1",NA,"f",2,"2class",TRUE,362,TRUE
"363","Caldwell, Mr. Albert Francis",26,"S","2classPass","13",NA,"m",2,"2class",TRUE,363,TRUE
"364","Caldwell, Mrs. Sylvia Mae (née Harbaugh)",28,"S","2classPass","13",NA,"f",2,"2class",TRUE,364,TRUE
"365","Caldwell, Master Alden Gates",0.833,"S","2classPass","13",NA,"m",2,"2class",TRUE,365,FALSE
"366","Cameron, Miss Clear Annie",35,"S","2classPass","14",NA,"f",2,"2class",TRUE,366,TRUE
"367","Campbell, Mr. William Henry",21,"B","2classPass",NA,NA,"m",2,"2class",FALSE,367,TRUE
"368","Carbines, Mr. William",19,"S","2classPass",NA,"18MB","m",2,"2class",FALSE,368,TRUE
"369","Carter, Father Ernest Courtenay",54,"S","2classPass",NA,NA,"m",2,"2class",FALSE,369,TRUE
"370","Carter, Mrs. Lilian (née Hughes)",45,"S","2classPass",NA,NA,"f",2,"2class",FALSE,370,TRUE
"371","Chapman, Mr. Charles Henry",52,"S","2classPass",NA,"130MB","m",2,"2class",FALSE,371,TRUE
"372","Chapman, Mr. John Henry",36,"S","2classPass",NA,"17MB","m",2,"2class",FALSE,372,TRUE
"373","Chapman, Mrs. Sara Elizabeth (née Lawry)",28,"S","2classPass",NA,NA,"m",2,"2class",FALSE,373,TRUE
"374","Christy, Mrs. Alice Frances",45,"S","2classPass","12",NA,"f",2,"2class",TRUE,374,TRUE
"375","Christy, Miss Rachel Julie Cohen",25,"S","2classPass","12",NA,"f",2,"2class",TRUE,375,TRUE
"376","Clarke, Mr. Charles Valentine",29,"S","2classPass",NA,NA,"m",2,"2class",FALSE,376,TRUE
"377","Clarke, Mrs. Ada Maria",28,"S","2classPass","14",NA,"f",2,"2class",TRUE,377,TRUE
"378","Clarke, Mr. John Frederick Preston",30,"S","2classPass",NA,"202MB","m",2,"2class",FALSE,378,TRUE
"379","Coleridge, Mr. Reginald Charles",29,"S","2classPass",NA,NA,"m",2,"2class",FALSE,379,TRUE
"380","Collander, Mr. Erik Gustaf",27,"S","2classPass",NA,NA,"m",2,"2class",FALSE,380,TRUE
"381","Collett, Mr. Sidney Clarence Stuart",25,"S","2classPass","9",NA,"m",2,"2class",TRUE,381,TRUE
"382","Collyer, Mr. Harvey",31,"S","2classPass",NA,NA,"m",2,"2class",FALSE,382,TRUE
"383","Collyer, Mrs. Charlotte Annie (née Tate)",31,"S","2classPass","14",NA,"f",2,"2class",TRUE,383,TRUE
"384","Collyer, Miss Marjorie Charlotte ""Lottie""",8,"S","2classPass","14",NA,"f",2,"2class",TRUE,384,FALSE
"385","Cook, Mrs. Selena (née Rogers)",22,"S","2classPass","14",NA,"f",2,"2class",TRUE,385,TRUE
"386","Corbett, Mrs. Irene (née Colvin)",30,"S","2classPass",NA,NA,"f",2,"2class",FALSE,386,TRUE
"387","Corey, Mrs. Mary Phyllis Elizabeth (née Miller)",30,"S","2classPass",NA,NA,"f",2,"2class",FALSE,387,TRUE
"388","Cotterill, Mr. Henry ""Harry""",20,"S","2classPass",NA,NA,"m",2,"2class",FALSE,388,TRUE
"389","Cunningham, Mr. Alfred Fleming",21,"B","2classPass",NA,NA,"m",2,"2class",FALSE,389,TRUE
"390","Davies, Mr. Charles Henry",21,"S","2classPass",NA,NA,"m",2,"2class",FALSE,390,TRUE
"391","Davies, Mrs. Elizabeth Agnes Mary (née White)",48,"S","2classPass","14",NA,"f",2,"2class",TRUE,391,TRUE
"392","Davies, Master John Morgan Jr.",8,"S","2classPass","14",NA,"m",2,"2class",TRUE,392,FALSE
"393","Davis, Miss Mary",28,"S","2classPass","13",NA,"f",2,"2class",TRUE,393,TRUE
"394","Deacon, Mr. Percy William",20,"S","2classPass",NA,NA,"m",2,"2class",FALSE,394,TRUE
"395","del Carlo, Mr. Sebastiano",29,"C","2classPass",NA,"295MB","m",2,"2class",FALSE,395,TRUE
"396","del Carlo, Mrs. Argene (née Genovesi)",24,"C","2classPass","11",NA,"m",2,"2class",TRUE,396,TRUE
"397","Denbuoy, Mr. Albert ""Herbert""",25,"S","2classPass",NA,NA,"m",2,"2class",FALSE,397,TRUE
"398","Dibden, Mr. William",18,"S","2classPass",NA,NA,"m",2,"2class",FALSE,398,TRUE
"399","Doling, Mrs. Ada Julia (née Bone)",34,"S","2classPass","1",NA,"f",2,"2class",TRUE,399,TRUE
"400","Doling, Miss Elsie",19,"S","2classPass","1",NA,"f",2,"2class",TRUE,400,TRUE
"401","Douton, Mr. William Joseph",55,"S","2classPass",NA,NA,"m",2,"2class",FALSE,401,TRUE
"402","Drew, Mr. James Vivian",42,"S","2classPass",NA,NA,"m",2,"2class",FALSE,402,TRUE
"403","Drew, Mrs. Lulu Thorne (née Christian)",34,"S","2classPass","10",NA,"f",2,"2class",TRUE,403,TRUE
"404","Drew, Master Marshall Brines",8,"S","2classPass","10",NA,"m",2,"2class",TRUE,404,FALSE
"405","Duran y More, Miss Florentina",30,"C","2classPass","12",NA,"f",2,"2class",TRUE,405,TRUE
"406","Duran y More, Miss Asunción",27,"C","2classPass","12",NA,"f",2,"2class",TRUE,406,TRUE
"407","Fahlstrøm, Mr. Arne Joma",18,"Q","2classPass",NA,NA,"m",2,"2class",FALSE,407,TRUE
"408","Faunthorpe, Mr. Harry Bartram",40,"S","2classPass",NA,"286MB","m",2,"2class",FALSE,408,TRUE
"409","Fillbrook, Mr. Joseph Charles",18,"S","2classPass",NA,NA,"m",2,"2class",FALSE,409,TRUE
"410","Fox, Mr. Stanley Hubert",38,"S","2classPass",NA,"236MB","m",2,"2class",FALSE,410,TRUE
"411","Frost, Mr. Anthony Wood ""Artie""",37,"B","2classPass",NA,NA,"m",2,"2class",FALSE,411,TRUE
"412","Funk, Miss Annie Clemmer",38,"S","2classPass",NA,NA,"f",2,"2class",FALSE,412,TRUE
"413","Fynney, Mr. Joseph J.",35,"S","2classPass",NA,"322M","m",2,"2class",FALSE,413,TRUE
"414","Gale, Mr. Harry",38,"S","2classPass",NA,NA,"m",2,"2class",FALSE,414,TRUE
"415","Gale, Mr. Shadrach",33,"S","2classPass",NA,NA,"m",2,"2class",FALSE,415,TRUE
"416","Garside, Miss Ethel",34,"S","2classPass","12",NA,"f",2,"2class",TRUE,416,TRUE
"417","Gaskell, Mr. William Alfred",18,"S","2classPass",NA,NA,"m",2,"2class",FALSE,417,TRUE
"418","Gavey, Mr. Laurence",26,"S","2classPass",NA,NA,"m",2,"2class",FALSE,418,TRUE
"419","Gilbert, Mr. William",47,"S","2classPass",NA,NA,"m",2,"2class",FALSE,419,TRUE
"420","Giles, Mr. Edgar",21,"S","2classPass",NA,NA,"m",2,"2class",FALSE,420,TRUE
"421","Giles, Mr. Frederick Edward",20,"S","2classPass",NA,NA,"m",2,"2class",FALSE,421,TRUE
"422","Giles, Mr. Ralph",25,"S","2classPass",NA,"297MB","m",2,"2class",FALSE,422,TRUE
"423","Gill, Mr. John William",24,"S","2classPass",NA,"155MB","m",2,"2class",FALSE,423,TRUE
"424","Gillespie, Mr. William Henry",34,"S","2classPass",NA,NA,"m",2,"2class",FALSE,424,TRUE
"425","Givard, Mr. Hans Kristensen",30,"S","2classPass",NA,"305MB","m",2,"2class",FALSE,425,TRUE
"426","Greenberg, Mr. Samuel",52,"S","2classPass",NA,"19MB","m",2,"2class",FALSE,426,TRUE
"427","Hale, Mr. Reginald",30,"S","2classPass",NA,"75MB","m",2,"2class",FALSE,427,TRUE
"428","Hämäläinen, Mrs. Anna (Anna Hamlin)",24,"S","2classPass","4",NA,"f",2,"2class",TRUE,428,TRUE
"429","Hämäläinen, Master Viljo Unto Johannes (William Hamlin)",1,"S","2classPass","4",NA,"m",2,"2class",TRUE,429,FALSE
"430","Harbeck, Mr. William H.",44,"S","2classPass",NA,"35MB","m",2,"2class",FALSE,430,TRUE
"431","Harper, The Reverend John",39,"S","2classPass",NA,NA,"m",2,"2class",FALSE,431,TRUE
"432","Harper, Miss Annie Jessie ""Nina""",6,"S","2classPass","11",NA,"f",2,"2class",TRUE,432,FALSE
"433","Harris, Mr. George",62,"S","2classPass","15",NA,"m",2,"2class",TRUE,433,TRUE
"434","Harris, Mr. Walter",30,"S","2classPass",NA,NA,"m",2,"2class",FALSE,434,TRUE
"435","Hart, Mr. Benjamin",47,"S","2classPass",NA,NA,"m",2,"2class",FALSE,435,TRUE
"436","Hart, Mrs. Esther Ada (née Bloomfield)",48,"S","2classPass","14",NA,"f",2,"2class",TRUE,436,TRUE
"437","Hart, Miss Eva Miriam",7,"S","2classPass","14",NA,"f",2,"2class",TRUE,437,FALSE
"438","Hartley, Mr. Wallace Henry",33,"S","2classPass",NA,"224MB","m",2,"2class",FALSE,438,TRUE
"439","Herman, Mr. Samuel",49,"S","2classPass",NA,NA,"m",2,"2class",FALSE,439,TRUE
"440","Herman, Mrs. Jane (née Laver)",48,"S","2classPass","9",NA,"f",2,"2class",TRUE,440,TRUE
"441","Herman, Miss Alice",24,"S","2classPass","9",NA,"f",2,"2class",TRUE,441,TRUE
"442","Herman, Miss Kate",24,"S","2classPass","9",NA,"f",2,"2class",TRUE,442,TRUE
"443","Hewlett, Mrs. Mary Dunbar (née Kingcome)",56,"S","2classPass","13",NA,"f",2,"2class",TRUE,443,TRUE
"444","Hickman, Mr. Lewis",30,"S","2classPass",NA,"256MB","m",2,"2class",FALSE,444,TRUE
"445","Hickman, Mr. Leonard Mark",24,"S","2classPass",NA,NA,"m",2,"2class",FALSE,445,TRUE
"446","Hickman, Mr. Stanley George",20,"S","2classPass",NA,NA,"m",2,"2class",FALSE,446,TRUE
"447","Hiltunen, Miss Martta",18,"S","2classPass",NA,NA,"f",2,"2class",FALSE,447,TRUE
"448","Hocking, Mrs. Elizabeth ""Eliza"" (née Neads)",54,"S","2classPass","4",NA,"f",2,"2class",TRUE,448,TRUE
"449","Hocking, Mr. Richard George",23,"S","2classPass",NA,NA,"m",2,"2class",FALSE,449,TRUE
"450","Hocking, Miss Ellen ""Nellie""",20,"S","2classPass","4",NA,"f",2,"2class",TRUE,450,TRUE
"451","Hocking, Mr. Samuel James Metcalfe",36,"S","2classPass",NA,NA,"m",2,"2class",FALSE,451,TRUE
"452","Hodges, Mr. Henry Price",50,"S","2classPass",NA,"149MB","m",2,"2class",FALSE,452,TRUE
"453","Hold, Mr. Stephen",44,"S","2classPass",NA,NA,"m",2,"2class",FALSE,453,TRUE
"454","Hold, Mrs. Annie Margaret (née Hill)",29,"S","2classPass","10",NA,"f",2,"2class",TRUE,454,TRUE
"455","Hood, Mr. Ambrose Jr.",21,"S","2classPass",NA,NA,"m",2,"2class",FALSE,455,TRUE
"456","Hosono, Mr. Masabumi",41,"S","2classPass","10",NA,"m",2,"2class",TRUE,456,TRUE
"457","Howard, Mr. Benjamin",63,"S","2classPass",NA,NA,"m",2,"2class",FALSE,457,TRUE
"458","Howard, Mrs. Ellen Truelove (née Arman)",60,"S","2classPass",NA,NA,"f",2,"2class",FALSE,458,TRUE
"459","Hume, Mr. John Law ""Jock""",21,"S","2classPass",NA,"193MB","m",2,"2class",FALSE,459,TRUE
"460","Hunt, Mr. George Henry",33,"S","2classPass",NA,NA,"m",2,"2class",FALSE,460,TRUE
"461","Ilett, Miss Bertha",17,"S","2classPass","1",NA,"f",2,"2class",TRUE,461,TRUE
"462","Jacobsohn, Mr. Sidney Samuel",40,"S","2classPass",NA,NA,"m",2,"2class",FALSE,462,TRUE
"463","Jacobsohn, Mrs. Amy Frances Christy (née Cohen)",24,"S","2classPass","12",NA,"f",2,"2class",TRUE,463,TRUE
"464","Jarvis, Mr. Denzil John",47,"S","2classPass",NA,NA,"m",2,"2class",FALSE,464,TRUE
"465","Jefferys, Mr. Clifford Thomas",24,"S","2classPass",NA,NA,"m",2,"2class",FALSE,465,TRUE
"466","Jefferys, Mr. Ernest Wilifred",22,"S","2classPass",NA,NA,"m",2,"2class",FALSE,466,TRUE
"467","Jenkin, Mr. Stephen Curnow",32,"S","2classPass",NA,NA,"m",2,"2class",FALSE,467,TRUE
